Date,Close,Daily_Return_Pct,Intraday_Range_Pct,MA_5,MA_10,MA_20,Volatility_10D,Drawdown_Pct
2026-05-04,24119.3,0.5073434579780045,1.183492058227232,24076.579999999998,24177.345,23951.2875,12.452260972761923,-3.001725268140454
2026-05-05,24032.8,-0.3586339570385566,0.830739655803741,24064.6,24144.14,24017.2725,12.49048130433218,-3.3495940190704565
2026-05-06,24330.95,1.2405961852135494,1.4738429859910875,24131.65,24119.575,24085.407499999998,13.43005498524229,-2.1505527694776316
2026-05-07,24326.65,-0.017672963858783586,0.8143332518040853,24161.45,24114.43,24145.557500000003,12.832051409370429,-2.1678456669227075
2026-05-08,24176.15,-0.6186630711585872,0.5259315482407159,24197.170000000002,24114.739999999998,24154.4975,12.476244317534952,-2.7730970775003305
2026-05-11,23815.85,-1.4903117328441629,0.8328487120972049,24136.480000000003,24106.530000000002,24156.535,13.46529090048282,-4.222081019235347
2026-05-12,23379.55,-1.8319732447088732,1.7500336832830306,24005.83,24035.215,24122.9825,15.246442426521476,-5.976706869301895
2026-05-13,23412.6,0.14136285771111368,1.3684938879065183,23822.16,23976.905,24101.480000000003,15.383720971375872,-5.843792855218243
2026-05-14,23689.6,1.1831236171975679,1.4801853978117043,23694.75,23928.1,24074.395,16.278616087643417,-4.729808531430857
2026-05-15,23643.5,-0.1946001620964366,0.9685537251252987,23588.22,23892.695,24046.732500000002,15.993775261283874,-4.915204478458279
2026-05-18,23649.95,0.027280225008996517,1.6006376334833812,23555.04,23845.76,24011.552499999998,15.623686292519217,-4.8892651322906655
2026-05-19,23618.0,-0.13509542303472566,0.8260648657803309,23602.73,23804.28,23974.21,15.59718623235408,-5.017755381911638
2026-05-20,23659.0,0.173596409518173,1.240965383152298,23652.010000000002,23737.085,23928.33,13.700378861025008,-4.852869615574873
2026-05-21,23654.7,-0.018174901728729154,1.113098031258071,23645.03,23669.89,23892.16,13.700113787552425,-4.870162513019938
2026-05-22,23719.3,0.27309583296342144,0.6941604516153573,23660.19,23624.204999999998,23869.4725,13.807178919930275,-4.610366890938122
2026-05-25,24031.7,1.3170709085006838,0.5476100317497397,23736.54,23645.79,23876.16,13.578584904198069,-3.3540177835331364
2026-05-26,23913.7,-0.4910181135749814,0.8545310846920324,23795.68,23699.205,23867.21,9.224747350740579,-3.828567062258448
2026-05-27,23907.15,-0.02739015710658821,0.5226469905446727,23845.31,23748.66,23862.7825,9.307478726690347,-3.854908568831761
2026-05-29,23547.75,-1.5033159535954743,2.199997876654879,23823.920000000002,23734.475,23831.2875,11.055218029130625,-5.300273066915473
2026-06-01,23382.6,-0.7013408924419595,1.6069641528315928,23756.579999999998,23708.385000000002,23800.54,11.513875826002897,-5.964440976928065
2026-06-02,23483.55,0.43173128736753164,1.3958707265298445,23646.95,23691.745000000003,23768.752500000002,11.822332776228535,-5.558460047374503
2026-06-03,23405.6,-0.33193448179683616,1.3165652664319714,23545.329999999998,23670.505,23737.392499999998,11.89464613723113,-5.871944083617198
2026-06-04,23416.55,0.04678367570154496,0.9309654923547662,23447.21,23646.26,23691.6725,11.833502310808365,-5.82790751919311
2026-06-05,23366.7,-0.21288362290772245,1.0001412266173533,23411.0,23617.46,23643.675,11.835964354946281,-6.0283844814342675
2026-06-08,23123.0,-1.0429371712736502,0.8526142801539498,23359.079999999998,23557.829999999998,23591.017499999998,12.440682461163371,-7.00844939012375
2026-06-09,23242.1,0.5150715737577194,0.7527288842230295,23310.79,23478.870000000003,23562.329999999998,10.026497021515016,-6.5294763469357475
2026-06-10,23214.95,-0.11681388514805935,1.0370472475710695,23272.659999999996,23408.995,23554.1,10.035999092967444,-6.638662897083125
2026-06-11,23161.6,-0.22980880854794883,1.102687206410617,23221.670000000002,23334.44,23541.55,9.936208025595985,-6.853215473523777
2026-06-12,23622.9,1.9916586073501108,1.4030876818680056,23272.909999999996,23341.954999999998,23538.215,13.186272698918561,-4.998049522032355
2026-06-15,23853.9,0.9778646990843631,0.8116073262653157,23419.09,23389.085,23548.735,13.255085077591907,-4.069058984866702
2026-06-16,23989.15,0.5669932380029996,0.4768822571870942,23568.5,23439.645,23565.695,13.337610688011253,-3.5251370361582435
2026-06-17,24085.7,0.4024736182815847,0.5750299970521928,23742.65,23507.655,23589.079999999998,12.997398385557602,-3.1368511644554564
2026-06-18,24168.0,0.3416965253241422,0.6301721284342903,23943.93,23582.8,23614.53,12.927102993102835,-2.8058731505648415
2026-06-19,24013.1,-0.6409301555776348,0.6050863903452669,24021.969999999998,23647.44,23632.45,13.582516364804858,-3.4288196189932396
2026-06-22,24102.9,0.373962545443951,0.39372855548501556,24071.77,23745.43,23651.629999999997,11.418480411582916,-3.067679574675153
2026-06-23,23824.1,-1.1567072841857318,1.4714092032857455,24038.760000000002,23803.629999999997,23641.25,13.847175540216321,-4.188902785765136
2026-06-24,24021.65,0.8292023623138078,1.2522037412084484,24025.95,23884.3,23646.6475,13.957407493210688,-3.394434904305932
2026-06-25,24056.0,0.14299600568652426,0.9253408713002932,24003.55,23973.739999999998,23654.09,13.649099251075675,-3.25629280494818
2026-06-29,23946.25,-0.4562271366810755,0.8162029545335939,23990.18,24006.075,23674.015,10.80609221810201,-3.697663850203292
2026-06-30,23865.75,-0.33616954637991636,0.8646281805516213,23942.75,24007.26,23698.1725,9.92429581212934,-4.021402976791322
2026-07-01,24005.85,0.5870337198705222,0.6448428195627438,23979.1,24008.93,23724.2875,9.956431803175846,-3.457976248406447
2026-07-02,24175.7,0.7075358714646818,0.5615142477777272,24009.909999999996,24017.93,23762.7925,10.402027811811006,-2.7749067993259824
2026-07-03,24270.85,0.3935770215546919,0.5183172406405334,24052.879999999997,24028.215000000004,23805.5075,10.447427526505294,-2.392251173302995
2026-07-06,24430.35,0.6571669307008143,0.7022003368760698,24149.7,24069.94,23858.69,10.089160640431425,-1.7508053262124235
2026-07-07,24398.7,-0.12955197121612416,0.7457364531716884,24256.29,24099.52,23922.475,10.126619231142413,-1.8780890946162754
2026-07-08,23882.05,-2.117530852053595,2.071848940940997,24231.53,24105.315,23954.4725,13.954079534323386,-3.955850830662322
2026-07-09,23962.8,0.3381200525080619,0.8721852204249921,24188.949999999997,24099.43,23991.864999999998,13.369915845333969,-3.631106303060039
2026-07-10,24206.9,1.0186622598360895,0.44656688795344374,24176.16,24114.52,24044.129999999997,14.35739083624562,-2.64943275274776
2026-07-13,24211.0,0.016937319524590322,1.0722398909586492,24132.29,24140.995000000003,24073.535,14.068833254475427,-2.6329441761140826
2026-07-14,24052.05,-0.656519763743757,0.5546304784831141,24062.96,24159.625,24083.442499999997,14.442523967154692,-3.272178140973314
2026-07-15,24078.5,0.10996983625095602,0.8713167348464368,24102.25,24166.89,24087.91,14.171001740758694,-3.1658067136658197
2026-07-16,24072.75,-0.023880225097083763,0.5670311867152693,24124.24,24156.594999999998,24087.2625,13.66397721253228,-3.188930936993528
2026-07-17,24334.3,1.0864982189404904,1.1023534681498954,24149.719999999998,24162.94,24095.5775,14.6833636716345,-2.1370803958867146
2026-07-20,24238.5,-0.39368299067571444,0.5373682364832808,24155.219999999998,24143.755,24106.847499999996,14.370843554004848,-2.5223500645467523
2026-07-21,24187.7,-0.20958392639808254,0.5231998081669579,24182.35,24122.655,24111.0875,14.384943705245993,-2.7266475506420473
2026-07-22,23996.25,-0.7915180029519187,0.853883419284254,24165.9,24134.075,24119.695,10.008293204984168,-3.4965836473535905
2026-07-23,23869.6,-0.5277908006459442,0.7689697355632239,24125.269999999997,24124.754999999997,24112.0925,10.250144857482967,-4.005919801171909
2026-07-24,23767.45,-0.4279501960652743,0.9142756164418113,24011.9,24080.81,24097.665,8.50143087690737,-4.41672665559385
2026-07-27,23995.95,0.9613988879749513,0.5002927577361983,23963.390000000003,24059.305,24100.15,10.259706161783786,-3.497790128570677
2026-07-28,23985.35,-0.0441741210496005,0.3608452659644446,23922.92,24052.635000000002,24106.129999999997,9.756619714381547,-3.5404191315748235
2026-07-29,24250.2,1.1042156983325224,0.6053558321168455,23973.71,24069.805,24118.347499999996,11.299421344252357,-2.4752972970799147
2026-07-30,24317.15,0.27608019727671795,0.6409056982417848,24063.22,24094.245000000003,24125.420000000002,11.327445316179825,-2.206050905464152
2026-07-31,24383.6,0.2732639310116358,0.5319148936170243,24186.45,24099.175,24131.0575,10.010161556697474,-1.9388153158768962
2026-08-03,24774.3,1.6023064682819665,1.046043682364377,24342.12,24152.754999999997,24148.254999999997,12.415049304073733,-0.36757461080927367
2026-08-04,24614.9,-0.6434086936865979,1.1210689460448782,24468.03,24195.475,24159.065,13.01353349315236,-1.008618297494135
2026-08-05,24624.65,0.039610154824920585,0.7295535164966722,24542.920000000002,24258.315000000002,24196.195,11.900581169136585,-0.969407657938437
2026-08-06,24636.0,0.04609202567344983,0.29590842669263606,24606.69,24334.954999999998,24229.855000000003,11.160739606277739,-0.9237624518915633
2026-08-07,24570.65,-0.2652622178925146,0.43812434754473917,24644.1,24415.275,24248.0425,10.882385499877707,-1.186574277016128
2026-08-10,24583.8,0.05351913767033256,0.4468389752601396,24606.0,24474.06,24266.682500000003,10.361033431572537,-1.133690183666658
2026-08-11,24471.7,-0.4559913438931251,0.6031456743912297,24577.360000000004,24522.695,24287.665,10.875465211924991,-1.5845119984557066
2026-08-12,24435.95,-0.1460871128691532,0.8485448693420904,24539.620000000003,24541.269999999997,24305.5375,9.724835218847456,-1.728284343493247
2026-08-13,24395.85,-0.1641024801573132,0.4927067513531896,24491.59,24549.14,24321.6925,9.72485329454647,-1.8895506661787187
2026-08-14,24366.0,-0.12235687627197844,0.4448822129196481,24450.659999999996,24547.379999999997,24323.277500000004,9.65484339131396,-2.0095955472799965
2026-08-17,24287.65,-0.32155462529753764,0.5482210094430618,24391.43,24498.715,24325.735,3.641559740852,-2.324688225145477
2026-08-18,24154.9,-0.5465740818893505,0.47505889074266505,24328.07,24452.715000000004,24324.095,3.328914714536539,-2.8585561637114565
2026-08-19,24078.3,-0.31711992183781623,0.6113388403666251,24256.54,24398.079999999998,24328.197500000002,3.1202856964363828,-3.166611034477218
2026-08-20,24231.85,0.6377111340916786,0.3326200847232142,24223.74,24357.665,24346.309999999998,5.244328448716157,-2.5490937315257645
2026-08-21,24252.0,0.08315502118081408,0.31853043047996044,24200.940000000002,24325.8,24370.5375,5.348047747960413,-2.4680584097773295
2026-08-24,24219.05,-0.13586508329209712,0.696559113590338,24187.219999999998,24289.325,24381.6925,5.24973975187967,-2.600570263455293
2026-08-25,24334.55,0.4768973184332115,0.9003659406070733,24223.15,24275.609999999997,24399.1525,5.7833156587253,-2.136074994872461
2026-08-26,24207.75,-0.521069836919108,0.7057657155249808,24249.04,24252.79,24397.030000000002,6.23622660205068,-2.6460143892993226
2026-08-27,24090.85,-0.4829032024868174,0.8575870091756919,24220.840000000004,24222.29,24385.715,6.536016196752839,-3.116139903561943
2026-08-28,24175.65,0.3520008633983496,0.4610010485757393,24205.57,24203.254999999997,24375.3175,6.961268188678971,-2.7751078795288264
2026-08-31,24080.4,-0.39399147489312947,0.5610371920732304,24177.840000000004,24182.530000000002,24340.6225,7.041402527602106,-3.158165665957524
2026-09-01,24055.8,-0.10215777146559413,0.792324512175867,24122.09,24172.62,24312.667500000003,6.562437179602043,-3.2570971257595893
