DATE,FORECAST_CLOSE,LOWER_CI,UPPER_CI
2026-09-02,1316.1358113600033,1287.3367606962152,1344.9348620237915
2026-09-03,1311.6133398631955,1267.2509388303795,1355.9757408960115
2026-09-04,1314.479551903788,1260.5815921372227,1368.3775116703532
2026-09-07,1312.6630293524715,1249.6750094458132,1375.6510492591299
2026-09-08,1313.8142889706396,1243.4614895123748,1384.1670884289044
