DATE,ACTUAL_CLOSE,ARIMA_PREDICTED_CLOSE
2026-08-21,1316.0,1315.7413369096555
2026-08-24,1309.8,1314.4420981967228
2026-08-25,1317.0,1315.1063238752502
2026-08-26,1298.0,1314.7667436675304
2026-08-27,1282.2,1314.9403514053863
2026-08-28,1287.0,1314.8515958007947
2026-08-31,1277.0,1314.8969714127559
2026-09-01,1309.0,1314.873773484351
